Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
Clean Pontiac vibe for sale,"1,400,000",Pontiac,Vibe,2004,Kenyan Used,Automatic,,Petrol,,Eldoret,100887
2011 Ford Edge Available Now,"1,000,000",Ford,Edge,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,67230
Very Clean ToyKisumu Camry 2008 Tokubo For Sale,"2,500,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,234
"2018 BMW X6 Fresh Tokunbo

","3,000,000",BAW,CB4,2002,Kenyan Used,Automatic,,Petrol,,Machakos,52856
ToyKisumu Camry 2011,"4,000,000",ToyKisumu,Camry,2011,Kenyan Used,Automatic,,Petrol,,Mombasa,241500
Lexus Es 350 2010,"4,250,000",Lexus,ES,2010,Kenyan Used,Automatic,,Petrol,,Eldoret,41250
Lexus Es350 2011,"4,800,000",Lexus,ES,2011,Kenyan Used,Automatic,,Petrol,,Machakos,241500
VERY CLEAN TOYKisumu FORTUNER 2014/2016 Model FOR SALE ,"2,950,000",ToyKisumu,Fortuner,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,28939
SUPER CLEAN TOYKisumu AVALON 2014 Model AVAILABLE FOR SALE,"1,600,000",ToyKisumu,Avalon,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,25399
Very Clean 2011 Model ToyKisumu Avalon Available,"1,200,000",ToyKisumu,Avalon,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,80001
VERY CLEAN LEXUS ES330 2005/2006 Model FOR SALE,"1,000,000",Lexus,ES,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,58632
Very Clean 2012 Model Lexus Es330 ,"1,000,000",Lexus,ES,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,52863
IMPORTED IVECO DAILY 6SEATER MINI BUS,"3,950,000",Iveco,Daily,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,69586
"Very Clean ToyKisumu Venza 2013, Tokunbo ","1,600,000",ToyKisumu,Venza,2002,Kenyan Used,Automatic,,Petrol,,Meru,86329
"2013 TOYKisumu HIGHLANDER FWD 4DR V6

","2,500,000",ToyKisumu,Highlander,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,52368
CLEAN TOYKisumu SIENNA ,"1,200,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,180
Clean ToyKisumu Camry tokunbo ,"1,400,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,180
" Tokunbo Used 2009 Land Rover Hse Sport 

","2,500,000",Land rover,Range Rover,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,144646
"Land Rover Range Rover Sport 
","2,200,000",Land rover,Range Rover,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,254000
Still Very Clean ToyKisumu Highlander Limited V6 For Sale,"2,950,000",ToyKisumu,Highlander,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,85269
ToyKisumu Highlander,"2,890,000",ToyKisumu,Highlander,2006,Kenyan Used,Automatic,,Petrol,,Eldoret,254500
ToyKisumu Haice Bus,"3,870,000",ToyKisumu,Hiace,2006,Kenyan Used,Automatic,,Petrol,,Mombasa,24150
ToyKisumu corolla ,"1,550,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Machakos,2405
Volkswagen Rabbit S (Golf 5),"2,650,000",Volkswagen,Golf,2009,Kenyan Used,Automatic,,Petrol,,Eldoret,125400
Honda CR-V,"3,580,000",Honda,Lucerne CXL,2008,Kenyan Used,Automatic,,Petrol,,Eldoret,24188
Lexus RX,"4,100,000",Lexus,RX,2009,Kenyan Used,Automatic,,Petrol,,Eldoret,241500
Honda Pilot,"2,500,000",Honda,Pilot,2008,Kenyan Used,Automatic,,Petrol,,Eldoret,2008
ToyKisumu Sienna,"1,650,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,14000
ToyKisumu Camry ,"1,780,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Machakos,12400
ToyKisumu sienna 2005 Model for sale,"1,100,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,125368
ToyKisumu Camry 2008 for sale,"1,300,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,152863
Volkswagen golf 1999 Model for sale,"1,100,000",Volkswagen,Golf,2002,Kenyan Used,Manual,,Petrol,,Eldoret,162538
Lexus,"4,050,000",Lexus,RX,2004,Kenyan Used,Automatic,,Petrol,,Eldoret,100558
Lexus RX 330 for sale,"4,000,000",Lexus,RX,2004,Kenyan Used,Automatic,,Petrol,,Eldoret,108848
Lexus Lx base 2018 for sale,"4,400,000",Lexus,LX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,250064
mercedes benz g-class 2019 for sale,"7,800,000",Mercedes,G -class,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,456807
 Land Rover Range Raver velar 2018,"5,500,000",Land rover,Range Rover,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,250358
2005 Model ToyKisumu sienna for sale,"1,000,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,2500
2010 ToyKisumu Corolla Sport very neat ,"1,100,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
2013 ToyKisumu Camry LE very neat,"1,300,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
Clean ToyKisumu matrix for sale,"1,400,000",ToyKisumu,Matrix,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,100858
2013 Honda Accord very neat,"1,300,000",Honda,Accord,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,123456
2005 Lexus RX330 very neat,"1,100,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
2018 ToyKisumu Camry XSE very neat,"1,600,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
2010 ToyKisumu Corolla very neat,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Kisumu,123456
2015 ToyKisumu Sienna very neat,"1,200,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,123456
2015 ToyKisumu Corolla Sport very neat,"1,350,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
2009 ToyKisumu Camry very neat ,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,123456
2014 Lexus IS 250 very neat ,"1,250,000",Lexus,IS,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,123456
2015 ToyKisumu Camry SE very neat,"1,300,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,123456
2015 ToyKisumu Corolla very neat,"1,300,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
Clean ToyKisumu sienna for sale,"1,500,000",ToyKisumu,Sienna,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,100055
Clen Tokunbo ToyKisumu Corolla 2003 For Sale for 2.05M Naira,"2,050,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,166173
Clean ToyKisumu sienna for sale,"1,500,000",ToyKisumu,Sienna,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,100555
Clean ToyKisumu Corolla,"1,350,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,100588
2017 toyKisumu Camry for sale,"1,500,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,212512
toyKisumu Camry 2012 Model for sale,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Kisumu,213212
super clean 2016 toyKisumu Camry SE for sale,"1,500,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,521432
2009 direct tokumbor toyKisumu Camry XLE for sale,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,235423
CLEAN LEXUS RX 350 FOR SALE,"1,350,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,35
TOKUNBO LEXUS RX 350 FOR SALE,"1,650,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,25
Clean Lexus RX 350 For sale,"1,450,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,38
2012 TOYKisumu COROLLA SPOT,"1,350,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,90
2012 TOYKisumu COROLLA FOR SALE,"1,450,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,100
TOYKisumu HIACE ,"1,000,000",ToyKisumu,Hiace,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu COROLLA ,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
ACURA MDX ,"1,200,000",Acura,MDX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
LEXUS RX300 ,"1,000,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu AVENZA ,"1,500,000",ToyKisumu,Avanza,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu CAMRY ,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
LEXUS ES 350 ,"1,500,000",Lexus,ES,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu SIENNA ,"1,000,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
LEXUS RX330 ,"1,000,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,10000
direct tokunbo Suzuki van 2009 Model for sale,"1,000,000",Suzuki,Verona,2002,Kenyan Used,Manual,,Petrol,,Kisumu,165843
Range Rover Vogue 2013,"17,500,000",Land rover,Range Rover,2013,Kenyan Used,Automatic,,Petrol,,Kisumu,36528
Honda Element For Sale At Affordable Price,"1,200,000",Honda,Element,2002,Kenyan Used,Automatic,,Petrol,,Thika,1200
ToyKisumu 4 Runner For Sale At Affordable Price,"1,100,000",ToyKisumu,4runner,2002,Kenyan Used,Automatic,,Petrol,,Kisumu,1100
ToyKisumu Matrix For Sale At Affordable Price,"1,000,000",ToyKisumu,Matrix,2002,Kenyan Used,Automatic,,Petrol,,Kisumu,1000
Nissan Murano For Sale,"1,200,000",Nissan,Murano,2002,Kenyan Used,Automatic,,Petrol,,Thika,1000
Lexus GX 470 For Sale At Affordable Price,"1,500,000",Lexus,GX,2002,Kenyan Used,Automatic,,Petrol,,Thika,2000
ToyKisumu RAV 4 For Sale At Affordable Price,"1,250,000",ToyKisumu,RAV4,2003,Kenyan Used,Automatic,,Petrol,,Kisumu,1100
2011 ToyKisumu Avalon very neat ,"1,250,000",ToyKisumu,Avalon,2002,Kenyan Used,Automatic,,Petrol,,Kisumu,123456
ToyKisumu Picnic For Sale At Affordable Price,"1,000,000",ToyKisumu,Picnic,2002,Kenyan Used,Automatic,,Petrol,,Thika,1200
ToyKisumu Corolla For Sale,"1,200,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Thika,1100
ToyKisumu Sienna For Sale,"1,000,000",ToyKisumu,Sienna,2001,Kenyan Used,Automatic,,Petrol,,Kisumu,1000
2005 ToyKisumu Sienna very neat ,"1,100,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
2019 Lexus rx350 very neat ,"1,650,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Kisumu,123456
2019 Lexus rx very neat,"1,700,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
2016 Honda Accord very neat,"1,300,000",Honda,Accord,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,123456
2020 ToyKisumu Corolla very neat,"1,650,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,123456
2017 ToyKisumu Corolla very neat,"1,500,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
2017 ToyKisumu Corolla very neat,"1,550,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,123456
Lexus Rx330 Available Now,"1,000,000",Lexus,RX,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,93620
2009 ToyKisumu Venza very neat,"1,250,000",ToyKisumu,Venza,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
ToyKisumu Matrix xr Mint Black,"1,000,000",ToyKisumu,Matrix,2003,Kenyan Used,Automatic,,Petrol,,Kisumu,33600
2016 LandCruiser Prado Jeep ,"4,850,000",ToyKisumu,Land Cruiser,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,91000
2009 TOYKisumu CAMRY skyblue,"1,000,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,542181
ToyKisumu Camry sport Metallic Gold,"1,000,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,96310
ToyKisumu Camry Sport,"1,000,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,47850
ToyKisumu Camry Muscle silver,"1,000,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Machakos,84100
ToyKisumu Camry Red Available,"1,000,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,369000
ToyKisumu Camry Golden color ,"1,000,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,85210
ToyKisumu Camry white 07,"1,000,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,63000
very much Clean tokunbo ToyKisumu Corolla s-sport black colour 2003 Model for sale,"1,200,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Kisumu,67000
Naija used ToyKisumu Fortuner Mint Black,"2,350,000",ToyKisumu,Fortuner,2003,Kenyan Used,Automatic,,Petrol,,Meru,41700
Clean Title ToyKisumu Corolla CE,"1,000,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,71000
Affordable clean and neat tokunbo ToyKisumu Corolla s-sport for sale 2003 Model,"1,200,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Kisumu,68000
ToyKisumu Avalon White,"1,000,000",ToyKisumu,Avalon,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,55230
Hyundai Elantra wagon,"1,000,000",Hyundai,Elantra,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,62990
2016 Honda Accord very neat,"1,300,000",Honda,Accord,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,123456
2014 Honda Accord very neat,"1,200,000",Honda,Accord,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
Clean and Sharp ToyKisumu Camry SE,"2,000,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Mombasa,52100
2013 BMW 750 LI full options,"2,950,000",BMW,X6,2003,Kenyan Used,Automatic,,Petrol,,Meru,35296
2005 Lexus Es330 Tokunbo ,"1,000,000",Lexus,ES,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,93122
Lexus Es350 Silver Available,"1,000,000",Lexus,ES,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,61000
Mercedes c230,"1,000,000",Mercedes,C -class AMG,2003,Kenyan Used,Automatic,,Petrol,,Kisumu,63900
Clean Toks ToyKisumu Corolla 2004 ,"1,200,000",ToyKisumu,Corolla,2004,Kenyan Used,Automatic,,Petrol,,Eldoret,45112
ToyKisumu Camry for sale,"2,500,000",ToyKisumu,Camry,2005,Kenyan Used,Automatic,,Petrol,,Thika,16830
ToyKisumu,"1,250,000",ToyKisumu,Corolla,2004,Kenyan Used,Automatic,,Petrol,,Eldoret,102588
Clean ToyKisumu Corolla for sale,"1,250,000",ToyKisumu,Camry,2004,Kenyan Used,Automatic,,Petrol,,Eldoret,102544
ToyKisumu Corolla for sale,"1,250,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Thika,16730
ToyKisumu Corolla for sale ,"1,450,000",ToyKisumu,Corolla,2004,Kenyan Used,Automatic,,Petrol,,Thika,16730
Very much Clean and sound tokunbo ToyKisumu Corolla s-sport for,"1,200,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,68000
ToyKisumu Camry 2007 for sale,"1,200,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,10
ToyKisumu Corolla 2005 for sale,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,10
ToyKisumu Camry For Sale,"1,450,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,10921
2012 ToyKisumu Camry very neat,"1,200,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Kisumu,123456
2005 ToyKisumu sienna very neat ,"1,000,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
2013 ToyKisumu Camry very neat,"1,200,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Naivasha,123456
2015 ToyKisumu Camry very neat,"1,800,000",ToyKisumu,Hiace,2002,Kenyan Used,Automatic,,Petrol,,Naivasha,123456
2008 ToyKisumu Camry very neat,"1,100,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
2005 Lexus rx very neat,"1,100,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,123456
CLEAN TOYKisumu SIENNA ,"1,000,000",ToyKisumu,Sienna,2004,Kenyan Used,Automatic,,Petrol,,Nairobi,4210
ToyKisumu,"1,000,000",ToyKisumu,Venza,2004,Kenyan Used,Automatic,,Petrol,,Naivasha,4120
ToyKisumu,"1,000,000",ToyKisumu,Venza,2004,Kenyan Used,Automatic,,Petrol,,Naivasha,4120
TOYKisumu CLEAN VENZA,"1,000,000",ToyKisumu,Venza,2004,Kenyan Used,Automatic,,Petrol,,Nairobi,4215
2020 ToyKisumu Camry very neat,"1,800,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
2015 ToyKisumu Camry very neat,"1,250,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
2014 ToyKisumu Camry very neat,"1,200,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
2017 ToyKisumu Camry very neat,"1,550,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
clean 2007 ToyKisumu sienna for sale,"1,200,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Thika,71000
clean 2011 lexus RX350 for sale,"1,500,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Thika,21475
clean 2013 toyKisumu sienna for sale,"3,000,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Thika,14725
Direct tokunbo 2010 toyKisumu Venza for sale,"2,100,000",ToyKisumu,Venza,2002,Kenyan Used,Automatic,,Petrol,,Thika,21452
clean white 2009 Lexus RX350 for sale,"1,600,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Thika,71280
Neat 2014 toyKisumu Rav4 for sale,"3,200,000",ToyKisumu,RAV4,2002,Kenyan Used,Automatic,,Petrol,,Thika,71800
2013 ToyKisumu Camry very neat,"1,200,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,123456
clean 2017 lexus RX350 for sale,"3,200,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Thika,7100
clean 2004 toyKisumu camry for sale,"1,200,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,7100
clean 2010 Acura TL for sale,"1,300,000",Acura,TL,2002,Kenyan Used,Automatic,,Petrol,,Thika,71000
2010 Model ToyKisumu hiace bus for sell. ,"3,100,000",ToyKisumu,Hiace,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,142874
Neat 2012 mercedes benz c300 for sale,"3,000,000",Mercedes,C -class,2002,Kenyan Used,Automatic,,Petrol,,Thika,71000
Neat tokunbo toyKisumu corolla 2012 Model,"1,600,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Thika,71000
Clean 2005 toyKisumu highlander for sale,"2,000,000",ToyKisumu,Highlander,2002,Kenyan Used,Automatic,,Petrol,,Thika,71000
Lexus ES 350 For Sale,"1,200,000",Lexus,ES,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,1300
ToyKisumu Corolla For Sale At Affordable Price,"1,100,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Thika,1100
Neat 2009 toyKisumu corolla for sale,"1,400,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Thika,32174
clean 2010 mercedes benz S550 4matic for sale,"2,600,000",Mercedes,SL -class,2002,Kenyan Used,Automatic,,Petrol,,Thika,23541
Neat 2015 mercedes benz c300 for sale,"3,000,000",Mercedes,C -class,2002,Kenyan Used,Automatic,,Petrol,,Thika,72563
neat 2012 toyKisumu camry for sale,"2,500,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Thika,71000
ToyKisumu Corolla Le Available,"1,000,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Kisumu,81000
clean  2008 ToyKisumu Corolla ,"1,300,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,123456
2006 ToyKisumu corolla very neat ,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
2006 ToyKisumu corolla very neat ,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Naivasha,123456
2009 ToyKisumu camry very neat,"1,100,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
2015 lexus very neat,"1,300,000",Lexus,ES,2002,Kenyan Used,Automatic,,Petrol,,Kisumu,123456
2008 ToyKisumu Camry very neat,"1,400,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Meru,123456
2011 lexus rx350 very neat,"1,350,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,123456
2007 ToyKisumu camry very neat,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Kisumu,123456
2008 ToyKisumu corolla very neat,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
Lexus Is250 silver,"1,200,000",Lexus,IS,2003,Kenyan Used,Automatic,,Petrol,,Mombasa,63120
ToyKisumu Sienna Available 2015,"1,350,000",ToyKisumu,Sienna,2003,Kenyan Used,Automatic,,Petrol,,Mombasa,51470
ToyKisumu Camry 2009,"1,000,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,71000
2006 toyKisumu Avalon ,"1,200,000",ToyKisumu,Avalon,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,4000
2006 toyKisumu Avalon ,"1,200,000",ToyKisumu,Avalon,2002,Kenyan Used,Automatic,,Petrol,,Meru,4000
ToyKisumu Corolla 2006 for sale,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,100
ToyKisumu Corolla 2007 for sale ,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,10
2010 Model ToyKisumu highlander for sell. ,"2,500,000",ToyKisumu,Highlander,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,147854
Clean ToyKisumu Camry for sale,"1,200,000",ToyKisumu,Camry,2004,Kenyan Used,Automatic,,Petrol,,Eldoret,102588
Clean ToyKisumu Camry for sale,"1,200,000",ToyKisumu,Camry,2004,Kenyan Used,Automatic,,Petrol,,Eldoret,104284
2007 ToyKisumu Sienna ,"2,800,000",ToyKisumu,Sienna,2007,Kenyan Used,Automatic,,Petrol,,Mombasa,104284
Toks 2009 White Volvo XC90 with GPS Navigator,"1,000,000",Volvo,XC90,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,10
ToyKisumu Highlander 2011,"7,100,000",ToyKisumu,Highlander,2011,Kenyan Used,Automatic,,Petrol,,Eldoret,81063
Very Clean 2004 Liberty Jeep For An affordable Price.,"1,000,000",Jeep,Liberty,2004,Kenyan Used,Automatic,,Petrol,,Eldoret,193279
Neat Lexus ES 350 full option 2009,"1,500,000",Lexus,ES,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,123456
ToyKisumu sienna,"1,200,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,102454
Clean ToyKisumu Camry for sale,"1,000,000",ToyKisumu,Camry,2004,Kenyan Used,Automatic,,Petrol,,Mombasa,101188
Clean ToyKisumu Corolla for sale,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,102528
Clean ToyKisumu Highlander for sale,"2,000,000",ToyKisumu,RAV4,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,102848
ToyKisumu Highlander for sale,"2,000,000",ToyKisumu,Highlander,2004,Kenyan Used,Automatic,,Petrol,,Eldoret,101888
Clean ToyKisumu Rav 4 for sale,"1,650,000",ToyKisumu,RAV4,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,101888
ToyKisumu Camry for sale,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,104888
ToyKisumu Corolla for sale,"1,000,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,104888
ToyKisumu matrix,"1,000,000",ToyKisumu,Matrix,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,102850
Neat ToyKisumu matrix for sale,"1,000,000",ToyKisumu,Matrix,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,105788
Clean ToyKisumu matrix for sale,"1,000,000",ToyKisumu,Matrix,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,102855
Clean ToyKisumu Corolla for sale,"1,000,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,112588
ToyKisumu,"1,000,000",ToyKisumu,Avalon,2004,Kenyan Used,Automatic,,Petrol,,Eldoret,101258
TOYKisumu SIENNA ,"1,000,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
Clean Pontiac vibe for sale,"1,000,000",Pontiac,Vibe,2004,Kenyan Used,Automatic,,Petrol,,Eldoret,102888
TOYKisumu PICNIC ,"1,000,000",ToyKisumu,Picnic,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
VOLKSWAGEN GOLF ,"1,000,000",Volkswagen,Golf,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
LEXUS ES 350 ,"1,300,000",Lexus,ES,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,2000
TOYKisumu AVALON ,"1,000,000",ToyKisumu,Avalon,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,2000
LEXUS RX330 ,"1,000,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
HONDA ACCORD ,"1,000,000",Honda,Accord,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
